vendor,category,confidence
Dharan Modern Kirana,Other,0.92
Blue Hostel 568,Business,0.86
Ananda Care Janakpur 452,Healthcare,0.9
Moonlight Urban Consultancy Nepalgunj,Business,0.93
Lalitpur Super Telecom Chitwan,Utilities,0.82
Prime Shop,Shopping,0.98
Prime Solutions,Business,0.84
Mero Center 628,Education,0.9
Biratnagar Urban Taxi Dharan,Transportation,0.88
Suryodaya Flight,Travel,0.98
Seti Cinema,Entertainment,0.95
Lakeside Training Gorkha,Education,0.86
Mero Club Kathmandu,Entertainment,0.92
Lalitpur Gaming,Entertainment,0.91
First Momo,Food & Dining,0.91
Gorkha Classic Utility Bhaktapur,Utilities,0.97
Elite Taxi Syangja 193,Transportation,0.87
Everest Trans 27,Transportation,0.9
Himal Modern Books Butwal,Education,0.87
Golden Travels,Transportation,0.84
Sunrise Assortment Dharan,Other,0.9
Koshi Hospital Janakpur,Healthcare,0.96
Pokhara Global Events,Entertainment,0.81
Butwal Playzone,Entertainment,0.87
Seti Travels,Travel,0.84
Bhaktapur Studio,Entertainment,0.98
Bishal Corner,Other,0.93
Pashupati Cable,Utilities,0.86
Chitwan Arcade Nepalgunj,Entertainment,0.98
Nepalgunj Mega Ayurveda,Healthcare,0.83
Urban Playzone Jumla,Entertainment,0.89
Kathmandu Classic Rides,Transportation,0.99
Green Restaurant Pokhara,Food & Dining,0.89
Quick Utility 982,Utilities,0.97
Biratnagar Energy,Utilities,0.88
Hetauda Bakery Dharan,Food & Dining,0.86
Pashupati Services,Business,0.81
Moonlight Arcade Janakpur,Entertainment,0.81
Riverside Travels Lalitpur,Transportation,0.94
Dharan Agency,Travel,0.94
Heritage Vendor,Other,0.88
First Foods Biratnagar,Food & Dining,0.93
Suryodaya Bazaar Hetauda,Shopping,0.89
Prime Modern Resort Butwal,Travel,0.81
Smart Corner,Other,0.87
Naya Super Bakery Lalitpur 567,Food & Dining,0.96
Moonlight Diner Lalitpur,Food & Dining,0.95
Sunrise Bakery,Food & Dining,0.86
Kathmandu Electronics 67,Shopping,0.8
Sundar Travels,Transportation,0.8
Himal Collection Janakpur,Shopping,0.82
Pokhara Tuition,Education,0.94
Heritage Electric Gorkha,Utilities,0.92
Elite Assortment Pokhara,Other,0.98
Pashupati Institute,Education,0.9
Naya Rentals 395,Business,0.92
Quick Vendor,Other,0.96
Kathmandu Logistics Kathmandu,Business,0.82
First Printing,Business,0.91
Classic Urban Diner Jumla,Food & Dining,0.94
Happy University Syangja,Education,0.96
City Arcade Bhaktapur,Entertainment,0.95
City Bus Service Biratnagar,Transportation,0.95
Pokhara Classic Electric,Utilities,0.94
Smart Foods Jumla,Food & Dining,0.97
Quick Shop,Shopping,0.87
Metro Petrol Pump,Transportation,0.82
Lumbini Consultancy,Business,0.9
City Training Dharan,Education,0.98
Green Petrol Pump Biratnagar 344,Transportation,0.94
Sunrise Hospital Bhaktapur,Healthcare,0.88
Pokhara Modern Bus Service Butwal 463,Transportation,0.83
Blue Depo Dharan,Shopping,0.85
Nepalgunj School Dhangadhi 479,Education,0.9
Lakeside Training Chitwan,Education,0.99
Smart Urban Trek,Travel,0.97
Everest Agency Hetauda,Travel,0.81
Metro Printing Dharan,Business,0.98
Lalitpur School,Education,0.87
Nepalgunj Super Depo Hetauda,Shopping,0.92
Heritage Solutions Chitwan,Business,0.86
Seti Service Lalitpur 680,Utilities,0.87
Bhaktapur Internet Lalitpur,Utilities,0.91
Koshi Broadband,Utilities,0.94
Biratnagar Mega Electronics,Shopping,0.89
Prime Provider,Utilities,0.85
Metro Collection Jumla 393,Shopping,0.85
Pokhara Modern Cinema Hetauda,Entertainment,0.81
Good Pasal Chitwan,Other,0.91
Lakeside Supplies Lalitpur,Business,0.92
Quick Mega Taxi,Transportation,0.83
Heritage Sewa,Transportation,0.91
Sajilo Mega Health Center Dhangadhi,Healthcare,0.99
Smart Training 494,Education,0.83
Royal Global Logistics Syangja,Business,0.98
Seti Consultancy Chitwan,Business,0.98
Pashupati Petrol Pump,Transportation,0.82
Ananda Super Hotel,Travel,0.99
Butwal Shop Gorkha,Other,0.99
Sunrise Collection Nepalgunj,Shopping,0.91
Elite Care Dharan,Healthcare,0.93
Dullu Provider,Utilities,0.97
Urban Travels Nepalgunj,Travel,0.88
Pashupati Super Transport,Transportation,0.83
Elite Entertainment Dharan,Entertainment,0.98
Golden Studio,Entertainment,0.95
Smart Arcade,Entertainment,0.84
Lakeside School Janakpur,Education,0.96
Sundar Bazaar Hetauda,Shopping,0.9
Metro Studio Lalitpur,Entertainment,0.88
Bishal Classic Emporium Syangja 213,Shopping,0.8
Pashupati Wellness Hetauda,Healthcare,0.97
Green Shop Gorkha,Shopping,0.92
Lumbini Pasal Lalitpur,Other,0.82
Nepalgunj Collection,Shopping,0.96
Koshi Mega Club Butwal,Entertainment,0.93
Elite Wellness,Healthcare,0.97
Lalitpur Garage,Transportation,0.97
Lalitpur Classic Wellness Janakpur,Healthcare,0.83
Bagmati Mega Hospital Nepalgunj,Healthcare,0.89
Hetauda Cafe Biratnagar 384,Food & Dining,0.82
Classic Restaurant Dharan,Food & Dining,0.95
Kathmandu Taxi Dharan,Transportation,0.95
Lumbini Mega Travels Dhangadhi,Transportation,0.92
Chitwan Stationery Pokhara,Education,0.95
City Clinic Biratnagar,Healthcare,0.9
Prime Events Butwal,Entertainment,0.84
Elite Shop Biratnagar,Other,0.95
First Super Transport Kathmandu,Transportation,0.8
Riverside Agency Syangja,Travel,0.87
Royal Agency Dharan,Travel,0.97
Syangja Resort Gorkha,Travel,0.98
Happy Arcade Kathmandu,Entertainment,0.98
Sunrise Kitchen 980,Food & Dining,0.97
Pokhara Bus Service,Transportation,0.88
Sundar Studio Bhaktapur,Entertainment,0.83
Lumbini Diner Nepalgunj,Food & Dining,0.94
Moonlight Hospital,Healthcare,0.92
Bagmati Mega Outlet Syangja 747,Shopping,0.91
Gorkha Vendor Nepalgunj,Other,0.82
Ananda University Nepalgunj,Education,0.92
Suryodaya Classic Pharmacy,Healthcare,0.84
Urban Shop Gorkha 283,Other,0.87
Pokhara Lounge Hetauda,Entertainment,0.97
Blue University Biratnagar,Education,0.83
Metro Global Solutions 751,Business,0.96
Bagmati Pharmacy Biratnagar,Healthcare,0.96
First Super Entertainment Syangja,Entertainment,0.89
Himal Point,Other,0.87
Smart Internet Dharan,Utilities,0.87
Bhaktapur Rides,Transportation,0.94
Suryodaya Sewa 107,Transportation,0.92
Sajilo Modern Playzone,Entertainment,0.91
Metro Telecom Biratnagar,Utilities,0.94
Sundar Modern Telecom,Utilities,0.86
Biratnagar Printing 747,Business,0.87
Lalitpur Center Chitwan,Education,0.91
Naya Classic Electronics Chitwan,Shopping,0.86
Prime Mega Solutions,Business,0.99
Kathmandu Hostel Dharan,Business,0.94
Golden Theatre Butwal 327,Entertainment,0.92
Golden College Dharan,Education,0.88
Quick Academy,Education,0.84
Royal Trek,Travel,0.82
Royal Modern Playzone Kathmandu,Entertainment,0.81
Himal Shop Nepalgunj,Other,0.93
Everest College,Education,0.98
Mountain Health Center Chitwan,Healthcare,0.99
Biratnagar Tuition,Education,0.94
Gorkha Solutions Nepalgunj,Business,0.9
Biratnagar Club,Entertainment,0.81
Koshi Global Transport Kathmandu,Transportation,0.84
Biratnagar Health Center Dhangadhi,Healthcare,0.94
Moonlight Point,Other,0.8
Dullu Tuition Pokhara,Education,0.92
Moonlight Classic Theatre Dharan,Entertainment,0.86
Dharan Agency 10,Travel,0.93
Sundar Kirana Gorkha,Other,0.95
Everest Stationery Kathmandu,Education,0.83
Butwal Corner,Other,0.99
Pokhara Global Garage,Transportation,0.94
Elite Vendor Jumla,Other,0.86
Quick Taxi,Transportation,0.93
Pashupati Taxi Janakpur,Transportation,0.89
Heritage Shop Janakpur,Shopping,0.98
Bagmati Ayurveda,Healthcare,0.89
Classic Provider Biratnagar,Utilities,0.97
Classic Vendor,Other,0.98
Pashupati Solutions Syangja,Business,0.97
Nepalgunj Electric,Utilities,0.97
Janakpur Stationery,Education,0.94
Butwal Taxi Bhaktapur,Transportation,0.96
Bishal Modern Cinema Biratnagar,Entertainment,0.87
Dharan Transport Bhaktapur,Transportation,0.84
Chitwan Internet Biratnagar,Utilities,0.85
Nepal Travels Dharan 967,Travel,0.93
Bagmati Collection Syangja 674,Shopping,0.83
Smart Diagnostics 862,Healthcare,0.8
Quick Classic University,Education,0.86
Naya Emporium Syangja,Shopping,0.97
Sundar Electric,Utilities,0.89
Nepal Urban Resort Biratnagar 782,Travel,0.84
Quick Garage Gorkha,Transportation,0.83
Janakpur Mega Agency 829,Travel,0.95
Good Global University,Education,0.91
Sajilo Goods 827,Other,0.91
Dullu Super Cable Chitwan,Utilities,0.97
Pashupati College Syangja 283,Education,0.96
Hetauda Global Retreat Butwal,Travel,0.93
Prime Consultancy Biratnagar,Business,0.86
Sajilo Care,Healthcare,0.9
Mero Bhojanalay,Food & Dining,0.86
Metro Diner,Food & Dining,0.88
Chitwan Modern Hostel 420,Business,0.99
Biratnagar Institute,Education,0.95
Hetauda Emporium,Shopping,0.82
Trust Classic Cafe Jumla,Food & Dining,0.84
Quick Assortment,Other,0.93
Hetauda Solutions Butwal 966,Business,0.84
Ananda Cinema Lalitpur,Entertainment,0.97
Prime Modern Tours,Travel,0.82
Ananda Services Pokhara,Business,0.86
Good Laboratory Gorkha,Healthcare,0.91
Pokhara Urban Foods Kathmandu,Food & Dining,0.84
Koshi Momo Gorkha,Food & Dining,0.86
Chitwan Provider Syangja,Other,0.96
Hetauda Pasal Chitwan,Other,0.9
Riverside Service 765,Utilities,0.89
Elite Global Pasal,Other,0.98
Sunrise Taxi,Transportation,0.92
City Urban Printing,Business,0.97
Riverside Health Center Hetauda,Healthcare,0.97
Sukrishna Bus Service,Transportation,0.93
Suryodaya Tours Dharan,Travel,0.88
Urban Electronics,Shopping,0.9
Chitwan Arcade Biratnagar,Entertainment,0.95
Dharan Energy,Utilities,0.97
Biratnagar Modern Mart,Food & Dining,0.91
Bishal Diagnostics,Healthcare,0.88
Happy Retreat Dharan 353,Travel,0.94
City Pasal Gorkha,Other,0.96
Urban Corner 245,Other,0.93
Golden Service,Utilities,0.86
Sajilo Ayurveda Nepalgunj,Healthcare,0.96
Prime Fashion,Shopping,0.83
First Transport,Transportation,0.98
Prime Foods Gorkha,Food & Dining,0.93
Bagmati Mega Bazaar,Shopping,0.91
Gorkha Collection Pokhara,Shopping,0.82
Syangja Modern Retreat,Travel,0.92
Himal Shop 617,Shopping,0.85
Gorkha Travels Chitwan,Transportation,0.92
Syangja Electric,Utilities,0.87
Heritage Tours Gorkha 930,Travel,0.82
Janakpur Shop Butwal,Shopping,0.9
Happy Travels Gorkha 532,Transportation,0.83
Good Momo Dharan,Food & Dining,0.83
Metro Hotel,Travel,0.95
Biratnagar Water Dhangadhi,Utilities,0.84
Nepal Bhojanalay Lalitpur,Food & Dining,0.91
Ananda Cable,Utilities,0.91
Bagmati Cinema,Entertainment,0.92
Dharan Retreat Dharan,Travel,0.95
Happy Consultancy,Business,0.91
Naya Mega Cinema Dhangadhi,Entertainment,0.87
Heritage Retreat,Travel,0.85
Prime Care Butwal,Healthcare,0.96
Happy Kirana 259,Other,0.86
Golden Electric Bhaktapur,Utilities,0.82
Himal Diner,Food & Dining,0.99
Pokhara Pharmacy,Healthcare,0.93
Janakpur Care 831,Healthcare,0.91
Seti Kitchen 109,Food & Dining,0.94
Bishal Urban Broadband,Utilities,0.82
Happy Electronics,Shopping,0.96
Bishal Printing,Business,0.83
Butwal Diagnostics Hetauda,Healthcare,0.92
Sunrise Mega Office,Business,0.81
Lumbini Goods,Other,0.91
Quick Health Center Lalitpur,Healthcare,0.95
Chitwan Modern Petrol Pump Syangja,Transportation,0.97
Sundar Laboratory 262,Healthcare,0.86
Lalitpur Shop,Shopping,0.99
Sundar Club,Entertainment,0.95
Janakpur Mega Energy Dhangadhi 103,Utilities,0.95
Himal Health Center 885,Healthcare,0.83
Hetauda Telecom Gorkha,Utilities,0.85
Mountain Super Laboratory Nepalgunj,Healthcare,0.95
Chitwan Cinema,Entertainment,0.86
Bishal Studio 665,Entertainment,0.85
Heritage Medical 539,Healthcare,0.83
Sajilo Tuition,Education,0.83
Koshi Point Butwal,Other,0.88
Lumbini Vendor,Other,0.85
Prime Studio,Entertainment,0.93
Moonlight Center Bhaktapur,Other,0.91
Smart Bus Service,Transportation,0.89
Good Center,Education,0.99
Koshi Store 537,Shopping,0.89
First Classic Trek Gorkha,Travel,0.93
Good Modern Taxi,Transportation,0.98
Everest Corner Janakpur,Other,0.88
Golden Fuel Station Lalitpur,Transportation,0.92
Sukrishna Guest House,Travel,0.91
Urban Theatre Dharan,Entertainment,0.88
Smart Outlet Pokhara,Shopping,0.93
Dharan Urban Agency Janakpur 707,Business,0.96
Lakeside Telecom,Utilities,0.82
Chitwan Mega College Jumla,Education,0.92
Suryodaya Agency,Business,0.87
Nepal Cafe,Food & Dining,0.93
Good Transport 51,Transportation,0.99
Ananda Urban University Hetauda,Education,0.86
Naya Entertainment 311,Entertainment,0.93
Nepalgunj Collection Chitwan 880,Shopping,0.86
Elite Telecom,Utilities,0.92
Hetauda Utility,Utilities,0.88
City Store Janakpur 528,Shopping,0.83
Good Beverages Lalitpur,Food & Dining,0.87
Smart Laboratory,Healthcare,0.92
Nepal Beverages Dharan 22,Food & Dining,0.9
Sundar Modern Resort,Travel,0.89
Himal Cable,Utilities,0.87
Suryodaya Service 378,Utilities,0.92
Urban Mega University,Education,0.92
Classic Bhojanalay,Food & Dining,0.88
Ananda Arcade Gorkha,Entertainment,0.97
Lumbini Fuel Station,Transportation,0.97
Sukrishna Travels Nepalgunj,Travel,0.95
Good Rentals Butwal,Business,0.87
Seti Ayurveda 600,Healthcare,0.89
Heritage Water,Utilities,0.88
Happy Classic Training Syangja,Education,0.82
Biratnagar Hostel Pokhara,Business,0.95
Golden Clinic 924,Healthcare,0.86
Sukrishna Bus Service Butwal,Transportation,0.89
Smart Events Gorkha 854,Entertainment,0.92
Blue Urban Hostel Bhaktapur,Business,0.85
Trust Mega Academy 18,Education,0.86
Suryodaya Stationery,Education,0.98
Nepal Broadband Chitwan,Utilities,0.87
Mountain Urban Trans Bhaktapur,Transportation,0.9
Gorkha Provider Kathmandu,Other,0.83
Janakpur Academy Gorkha,Education,0.89
Hetauda Classic Studio,Entertainment,0.99
Lalitpur Bazaar Dharan,Shopping,0.98
Bishal Bus Service Nepalgunj,Transportation,0.93
Biratnagar Electric,Utilities,0.96
Moonlight Mega Beverages Kathmandu,Food & Dining,0.83
Gorkha Travels Nepalgunj,Transportation,0.96
Riverside Classic Corner Pokhara,Other,0.95
Bishal Center,Other,0.8
Gorkha Studio Kathmandu,Entertainment,0.96
Bagmati Ayurveda Janakpur,Healthcare,0.85
Happy Mega Diagnostics,Healthcare,0.82
Mountain Mega Vendor,Other,0.97
Mero Electronics Hetauda,Shopping,0.98
Biratnagar Broadband Lalitpur,Utilities,0.9
Prime Printing Pokhara,Business,0.89
Sundar Cafe Syangja,Food & Dining,0.96
Lakeside Wellness Kathmandu,Healthcare,0.93
Golden Rides,Transportation,0.97
First Laboratory Janakpur,Healthcare,0.85
Dullu Sewa 174,Transportation,0.81
Royal Clinic,Healthcare,0.89
Dullu Broadband Pokhara,Utilities,0.93
Ananda Mega Cafe,Food & Dining,0.82
Green Studio,Entertainment,0.97
Koshi Shop Syangja,Shopping,0.96
Royal Garage,Transportation,0.92
Nepalgunj University Nepalgunj,Education,0.92
Syangja Lodge,Travel,0.94
Biratnagar Retreat 573,Travel,0.93
Chitwan Super Water Syangja,Utilities,0.82
Bishal Agency,Business,0.96
Moonlight Logistics Butwal 183,Business,0.94
Mero Rides Lalitpur,Transportation,0.89
First Stationery,Education,0.95
Blue Classic Corner,Other,0.87
Pokhara Super Printing,Business,0.98
Sukrishna Utility Nepalgunj,Utilities,0.86
Naya Super Resort,Travel,0.93
Sunrise Diagnostics 992,Healthcare,0.86
Chitwan Stationery Bhaktapur,Education,0.97
Heritage Supplies Hetauda,Business,0.83
Naya Pasal Nepalgunj,Other,0.94
Sajilo Momo,Food & Dining,0.85
Smart Center Nepalgunj,Education,0.85
Gorkha Rides,Transportation,0.85
Bishal Global Services,Business,0.96
Pokhara Cinema Butwal,Entertainment,0.99
Urban Outlet,Shopping,0.98
City Resort 631,Travel,0.93
Moonlight Mega Entertainment Pokhara,Entertainment,0.98
Heritage Internet Janakpur,Utilities,0.99
Ananda Laboratory,Healthcare,0.81
Nepalgunj Goods Gorkha,Other,0.9
Sunrise Institute 310,Education,0.84
City Diagnostics,Healthcare,0.9
Lumbini Diagnostics Lalitpur,Healthcare,0.9
Biratnagar Retreat Kathmandu,Travel,0.94
Syangja Medical 83,Healthcare,0.82
City Studio,Entertainment,0.95
Lakeside Collection Butwal,Shopping,0.91
Sunrise Store Biratnagar,Shopping,0.94
Riverside Trans Dhangadhi,Transportation,0.83
Nepalgunj Clinic Kathmandu,Healthcare,0.89
Green Mega Academy,Education,0.9
Golden Electronics,Shopping,0.94
Elite Laboratory,Healthcare,0.81
Dharan Classic Shop 238,Shopping,0.93
Blue Momo,Food & Dining,0.84
Bhaktapur Goods,Other,0.92
Janakpur Service 561,Utilities,0.93
Good Bazaar Nepalgunj,Shopping,0.92
Everest Mega Shop,Other,0.89
Bhaktapur Beverages,Food & Dining,0.81
Heritage Bhojanalay Gorkha,Food & Dining,0.92
Heritage Tours Bhaktapur,Travel,0.92
Elite Transport 217,Transportation,0.82
Everest Pasal,Other,0.97
Naya Studio Biratnagar,Entertainment,0.98
Mero Modern Pasal 812,Other,0.97
Pokhara Diner,Food & Dining,0.9
Royal Global Health Center Butwal,Healthcare,0.95
Happy Tuition,Education,0.82
Pashupati Super Corner Chitwan 643,Other,0.92
Green Hospital,Healthcare,0.88
Ananda Resort,Travel,0.87
Moonlight Hostel 94,Business,0.91
Quick Mega Trans,Transportation,0.98
Janakpur Travels,Transportation,0.96
Chitwan Travels,Transportation,0.98
Metro Bhojanalay,Food & Dining,0.84
Everest Global Laboratory,Healthcare,0.89
Blue Global Agency 929,Travel,0.84
Mountain Goods,Other,0.99
Pashupati Service,Utilities,0.95
Pokhara Provider,Utilities,0.91
Sunrise Modern Tuition,Education,0.98
Classic Mega Rides,Transportation,0.92
Pokhara Fuel Station,Transportation,0.94
Suryodaya Trans 739,Transportation,0.95
Pokhara Provider Nepalgunj 416,Other,0.94
Naya Mega Store Syangja,Shopping,0.94
Butwal Urban Collection,Shopping,0.85
Suryodaya Entertainment,Entertainment,0.87
Good Cafe,Food & Dining,0.98
Bhaktapur Solutions,Business,0.92
Good Playzone,Entertainment,0.9
Pokhara Resort Gorkha,Travel,0.94
Sunrise Modern Medical 53,Healthcare,0.83
Blue Mega Fuel Station Kathmandu 692,Transportation,0.83
Elite Diner 56,Food & Dining,0.88
Kathmandu Resort Chitwan 898,Travel,0.94
Biratnagar Care,Healthcare,0.85
Bishal Events 639,Entertainment,0.88
Classic Super Trans,Transportation,0.81
Kathmandu Supplies,Business,0.81
Sajilo Depo,Shopping,0.94
Classic University Jumla,Education,0.93
Bhaktapur Sewa,Transportation,0.9
Sukrishna Taxi 93,Transportation,0.97
Nepalgunj Laboratory Chitwan 990,Healthcare,0.98
Green Lodge Janakpur,Travel,0.92
First Institute,Education,0.8
First Mega Pasal Biratnagar,Other,0.86
Classic Restaurant Hetauda 884,Food & Dining,0.9
Dullu Stationery Syangja,Education,0.85
Chitwan Fuel Station,Transportation,0.91
Trust Modern Books Syangja,Education,0.86
Elite Fashion Dharan,Shopping,0.89
Good Shop Syangja 321,Shopping,0.92
Happy Super Energy Butwal,Utilities,0.82
Smart Hostel 434,Business,0.93
Good Bhojanalay Chitwan,Food & Dining,0.91
Riverside Center Lalitpur,Other,0.93
Heritage Collection,Shopping,0.9
Nepalgunj Hostel,Business,0.89
Everest Club Syangja,Entertainment,0.81
Dullu Stationery,Education,0.95
Biratnagar Modern Printing,Business,0.96
Bhaktapur Modern Bhojanalay Butwal,Food & Dining,0.88
Syangja Taxi Janakpur 531,Transportation,0.83
Mero Guest House,Travel,0.83
Nepal Institute,Education,0.89
Ananda Hotel Syangja,Travel,0.81
Ananda Mega Retreat,Travel,0.84
Prime Travels Nepalgunj 973,Travel,0.89
Janakpur Global Emporium Dharan,Shopping,0.92
Elite Sewa Bhaktapur,Transportation,0.94
Trust Provider Dhangadhi,Other,0.98
Green Super Trek 714,Travel,0.81
Lumbini Water Kathmandu,Utilities,0.98
Dullu Pharmacy,Healthcare,0.99
Quick Care Nepalgunj 111,Healthcare,0.83
Royal Shop Butwal 161,Other,0.94
Sundar Urban Service Gorkha,Utilities,0.95
Green Broadband Pokhara,Utilities,0.96
Suryodaya Hostel Kathmandu,Business,0.96
Syangja Studio,Entertainment,0.96
Sundar Urban Hostel Jumla,Business,0.95
Butwal Modern Sewa Pokhara,Transportation,0.82
Sundar Sewa Jumla,Transportation,0.82
Lalitpur Water Pokhara,Utilities,0.91
Seti Broadband,Utilities,0.99
Koshi Bazaar Pokhara,Shopping,0.81
Metro Events,Entertainment,0.89
Lalitpur Super Hostel Chitwan,Business,0.89
Nepal Academy Chitwan,Education,0.94
First Global Electronics Biratnagar 107,Shopping,0.85
Sajilo Sewa Dharan,Transportation,0.91
Butwal Sewa,Transportation,0.81
Bhaktapur Travels,Transportation,0.87
Metro Mega Vendor Pokhara,Other,0.99
Pokhara Super Beverages Dhangadhi,Food & Dining,0.89
Quick Classic Retreat,Travel,0.94
Elite Broadband Pokhara 300,Utilities,0.87
Gorkha Urban Cable Hetauda,Utilities,0.91
Himal Urban Fuel Station Biratnagar 985,Transportation,0.98
Riverside Classic Events,Entertainment,0.91
Royal Provider 103,Utilities,0.88
Nepalgunj Bhojanalay,Food & Dining,0.94
Smart Urban Store,Shopping,0.93
Moonlight Training,Education,0.85
Moonlight Bakery Syangja,Food & Dining,0.83
Dharan Sewa Gorkha,Transportation,0.98
First Bazaar Dhangadhi,Shopping,0.81
Smart Laboratory Pokhara,Healthcare,0.88
Kathmandu Broadband,Utilities,0.91
City Club Butwal,Entertainment,0.94
